sample_id,gt_id,pred_id,label,norm_edit_distance,similarity,exact_match,gt_text,pred_text,bleu,meteor
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,17,p0001_b0017,text,0.017857142857142856,0.9821428571428571,0,"[17] I. Dion, L. Bordenave, F. Lefebvre, R. Bareille, C. Baquey, J.R. Monties, P. Havlik, Physico-chemistry and cytotoxicity of ceramics, J. Mater.Sci.5 (1994) 18-24.","[17] I. Dion, L. Bordenave, F. Lefebvre, R. Bareille, C. Baquey, J.R. Monties, P. Havlik, Physico-chemistry and cytotoxicity of ceramics, J. Mater. Sci. 5 (1994) 18–24.",0.8047418499398723,
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,12,p0001_b0018,text,0.015706806282722512,0.9842931937172775,0,"[18] U.Meyer, D.H. Szulczewski, R.H.Barckhaus, M. Atkinson, D.B. Jones, Biological evaluation of an ionomeric bone cement by osteoblast cell culture methods, Biomaterials 14 (1993) 917-924.","[18] U. Meyer, D.H. Szulczewski, R.H. Barckhaus, M. Atkinson, D.B. Jones, Biological evaluation of an ionomeric bone cement by osteoblast cell culture methods, Biomaterials 14 (1993) 917–924.",0.7207990504062414,
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,18,p0001_b0019,text,0.033707865168539325,0.9662921348314607,0,"[19] K.A.Khor,Y.W. Gu,D. Pan, P. Cheang, Microstructure and mechanical properties of plasma sprayed HA/YSZ/Ti-6Al-4V composite coatings, Biomaterials 25 (18) (2004) 4009-4017.","[19] K.A. Khor, Y.W. Gu, D. Pan, P. Cheang, Microstructure and mechanical properties of plasma sprayed HA/YSZ/Ti–6Al–4V composite coatings, Biomaterials 25 (18) (2004) 4009–4017.",0.5784879107039426,
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,11,p0001_b0020,text,0.00975609756097561,0.9902439024390244,0,"[20] ASTM E-855-90, Standard Test Methods for Bend Testing of Metallic Flat Materials for Sparing Applications Involving Static Loading, American Society for Testing Materials,West Conshohocken,PA, 1990.","[20] ASTM E-855-90, Standard Test Methods for Bend Testing of Metallic Flat Materials for Sparing Applications Involving Static Loading, American Society for Testing Materials, West Conshohocken, PA, 1990.",0.8196189957582152,
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,21,p0001_b0021,text,0.024539877300613498,0.9754601226993865,0,"[21] T.K. Gupta, J.H. Bechtold, R.C. Kuznicki, L.H. Cadoff, Stabilization of tetragonal phase in polycrystalline zirconia, J.Mater.Sci.12 (12) (1977) 2421-2426.","[21] T.K. Gupta, J.H. Bechtold, R.C. Kuznicki, L.H. Cadoff, Stabilization of tetragonal phase in polycrystalline zirconia, J. Mater. Sci. 12 (12) (1977) 2421–2426.",0.7047190590884786,
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,20,p0001_b0022,text,0.03553299492385787,0.9644670050761421,0,"[22] N. Bambaa,Y.H. Choab,T. Sekinoc,K. Niiharac, Mechanical properties and microstructure for 3 mol% yttria doped zirconia/silicon carbide nanocomposites, J.Eur.Ceram.Soc. 23 (2003) 773-780.","[22] N. Bambaa, Y.H. Choab, T. Sekinoc, K. Niiharac, Mechanical properties and microstructure for 3 mol% yttria doped zirconia/silicon carbide nanocomposites, J. Eur. Ceram. Soc. 23 (2003) 773–780.",0.4804338760598912,
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,22,p0001_b0023,text,0.013953488372093023,0.986046511627907,0,"[23] I. Nettleship, K.G. Slavick, Y.J. Kim, W.M. Kriven, Phase transformations of dicalcium silicate: I. Fabrication and phase stability of fine grained $ \beta $ - phase, J. Am. Ceram. Soc. 75 (9) (1992) 2407-2419.","[23] I. Nettleship, K.G. Slavick, Y.J. Kim, W.M. Kriven, Phase transformations of dicalcium silicate: I. Fabrication and phase stability of fine grained $ \beta $-phase, J. Am. Ceram. Soc. 75 (9) (1992) 2407–2419.",0.8344652805209882,
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,3,p0001_b0002,caption,0.0,1.0,1,Table 1 Summary of datasets,Table 1 Summary of datasets,1.0,0.996
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,0,p0001_b0004,text,0.0,1.0,1,"types, ranging from purely continuous to purely nominal attribute domains. In the last three columns, we show the number of attributes selected by the information-theoretic algorithm (IFN) and by the two alternative feature selection methods (Relief and ABB).","types, ranging from purely continuous to purely nominal attribute domains. In the last three columns, we show the number of attributes selected by the information-theoretic algorithm (IFN) and by the two alternative feature selection methods (Relief and ABB).",1.0,0.9999908878845313
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,4,p0001_b0005,text,0.0,1.0,1,"To evaluate the effect of each method on the performance of a standard decision-tree classifier (C4.5), we have randomly partitioned the datasets into training and validation records, using the standard 2/3:1/3 ratio. Only the training examples were used in the feature selection process. For each da","To evaluate the effect of each method on the performance of a standard decision-tree classifier (C4.5), we have randomly partitioned the datasets into training and validation records, using the standard 2/3:1/3 ratio. Only the training examples were used in the feature selection process. For each da",1.0,0.999997902050955
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,11,p0001_b0010,text,1.0,0.0,0,"We have also evaluated the performance of the classification model built directly by IFN (see Section 2.3). This model is based on the same features as ""C4.5 after IFN"", but the model structure may be different due to the IFN restriction of using the same feature at all splits of each layer. The err",,,
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,7,p0001_b0012,text,0.0017064846416382253,0.9982935153583617,0,"The last row of Table 1 shows the average dimensionality reduction due to each one of the feature selection methods used (IFN, Relief, and ABB). All the methods tend to remove more than 3/4 of the available features. The best dimensionality reducer is Relief, which considers as relevant only 12% of ","The last row of Table 1 shows the average dimensionality reduction due to each one of the feature selection methods used (IFN, Relief, and ABB). All the methods tend to remove more than 3/4 of the available features. The best dimensionality reducer is Relief, which considers as relevant only 12% of ",0.9632392640962604,
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,6,p0001_b0011,title,0.0,1.0,1,3.2. Analysis of results,3.2. Analysis of results,1.0,0.9921875
docstructbench_llm-raw-the-eye-o.O-ST-169-R1-072694.pdf_76,4,p0001_b0004,caption,0.0,1.0,1,Figure 3.13 Peripheral Control Status,Figure 3.13 Peripheral Control Status,1.0,0.996
docstructbench_llm-raw-the-eye-o.O-ST-169-R1-072694.pdf_76,2,p0001_b0002,text,0.0,1.0,1,"The SMPC outputs the peripheral control status to the status register (SR) when the SMPC control mode is used. The status register (SR) is a register that can be read without regard for the INTBACK command. However, when the register is read when the INTBACK command is not in use, all bits except th","The SMPC outputs the peripheral control status to the status register (SR) when the SMPC control mode is used. The status register (SR) is a register that can be read without regard for the INTBACK command. However, when the register is read when the INTBACK command is not in use, all bits except th",1.0,0.9999975654765093
docstructbench_llm-raw-the-eye-o.O-ST-169-R1-072694.pdf_76,1,p0001_b0000,title,0.0,1.0,1,Result Parameter Details,Result Parameter Details,0.5623413251903491,0.9814814814814815
docstructbench_llm-raw-the-eye-o.O-ST-169-R1-072694.pdf_76,6,p0001_b0001,title,0.0,1.0,1,Peripheral Control Status,Peripheral Control Status,0.5623413251903491,0.9814814814814815
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,2,p0001_b0002,text,0.022315202231520222,0.9776847977684798,0,"the Interior's manual at 512 DM 2. we readily acknowledge our responsibility to communicate meaningfully with recognized Federal Tribes on a govermment-to-govermment basis.In accordance with Secretarial Order 3206 of June 5.1997 (American Indian Triha Rights, Federal-Tribal Trust Responsibilities, a","the Interior’s manual at 512 DM 2, we readily acknowledge our responsibility to communicate meaningfully with recognized Federal Tribes on a government-to-government basis. In accordance with Secretarial Order 3206 of June 5, 1997 (American Indian Tribal Rights, Federal-Tribal Trust Responsibilities",0.715304607961889,
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,3,p0001_b0004,text,0.008968609865470852,0.9910313901345291,0,A complete list of references cited in this rulemaking is available on the Internet at http://www.regulotions.gov and upon request from the Panama City Ecological Servioes Field Office (see FOR FURTHER INFORMATION CONTACT).,A complete list of references cited in this rulemaking is available on the Internet at http://www.regulations.gov and upon request from the Panama City Ecological Services Field Office (see FOR FURTHER INFORMATION CONTACT).,0.8293181259810137,
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,9,p0001_b0006,text,0.0,1.0,1,The primary authors of this final rule are the staff members of the Panama City Ecological Services Field Office.,The primary authors of this final rule are the staff members of the Panama City Ecological Services Field Office.,1.0,0.9999271030762502
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,14,p0001_b0007,text,0.00909090909090909,0.990909090909091,0,"Endangered and threatened species. Exports, Imports, Reporting and recordkeeping requirements, Transportation.","Endangered and threatened species, Exports, Imports, Reporting and recordkeeping requirements, Transportation.",0.7016879391277372,
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,7,p0001_b0010,text,0.03508771929824561,0.9649122807017544,0,"Aceordingly, we amend part 17 , subchapter B of chapter I,title 50 of the Code of Federal Regulations,as follows:","Accordingly, we amend part 17, subchapter B of chapter I, title 50 of the Code of Federal Regulations, as follows:",0.4284945090100314,
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,25,p0001_b0014,text,0.4617737003058104,0.5382262996941896,0,"1. The authority citation for part 17 continues to read as follows: Authority: 16 U.S.C. 1361-1407: 15311544; 4201-4245; unless ofherwise noted. /t2. Amend § 17.11[h] by adding an entry for ""Moccasinshell. Suwannee"" to the List of Endangered and Threatened Wildlife in alphabetical order under CLAMS ","■ 2. Amend § 17.11(h) by adding an entry for “Moccasinshell, Suwannee” to the List of Endangered and Threatened Wildlife in alphabetical order under CLAMS to read as set forth below:",0.3833109169403936,
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,10,p0001_b0023,text,0.5222222222222223,0.47777777777777775,0,AGENCY: Fish and Wildlife Service. Interior.,"AGENCY: Fish and Wildlife Service, Interior. ACTION: Notice of 12-month petition findings.",0.22416933501922293,
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,12,p0001_b0024,text,1.0,0.0,0,ACTON: Notice of 12-month petition findings.,,,
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,15,p0001_b0025,text,0.2291421856639248,0.7708578143360751,0,"SUWHARY: We, the U.S. Fish and Wildlife Service (Service),announce 12month findings on petitions to list 10 species as endangered or threalened species under the Endangered Species Act of 1973, as amended (Act). After a review of the best available scientific and commercial information, we find that","SUMMARY: We, the U.S. Fish and Wildlife Service (Service), announce 12-month findings on petitions to list 10 species as endangered or threatened species under the Endangered Species Act of 1973, as amended (Act). After a review of the best available scientific and commercial information, we find th",0.5235560211065337,
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,13,p0001_b0026,text,1.0,0.0,0,"However, we ask the public to submit to us at any time any new information that beoomes available concerning the stressors to any of the 10 species listed above or their habitats.",,,
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,28,p0001_b0027,text,0.0,1.0,1,"DATES: The findings announced in this document were made on October 6, 2016.","DATES: The findings announced in this document were made on October 6, 2016.",1.0,0.9997724169321802
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,17,p0001_b0028,text,0.018072289156626505,0.9819277108433735,0,ADDRESSES: Detailed descriptions of the basis for each of these findings are available on the Internet at http:// www.regulafions.gov al the following docket numbers:,ADDRESSES: Detailed descriptions of the basis for each of these findings are available on the Internet at http://www.regulations.gov at the following docket numbers:,0.7964269516620873,
