sample_id,page_num,gt_id,pred_id,gt_label,pred_label,gt_eval_label,pred_eval_label,iou,gt_text,pred_text,gt_latex,pred_latex,gt_html,pred_html,gt_order,pred_order
docstructbench_enbook-zlib-o.O-19221575.pdf_1173,1,3,p0001_b0003,title,heading,title,title,0.8396665245687642,AVAILABILITY (Rx),AVAILABILITY (Rx),,,,,2.0,3
docstructbench_enbook-zlib-o.O-19221575.pdf_1173,1,18,p0001_b0008,title,heading,title,title,0.9177873382541237,INDICATIONS/ROUTES/DOSAGE,INDICATIONS/ROUTES/DOSAGE,,,,,8.0,8
docstructbench_enbook-zlib-o.O-22206811.pdf_5,1,3,p0001_b0001,figure,figure,figure,figure,0.9388158565490491,,,,,,,2.0,1
docstructbench_enbook-zlib-o.O-22206811.pdf_5,1,14,p0001_b0004,figure,figure,figure,figure,0.907669631957281,,,,,,,5.0,4
docstructbench_enbook-zlib-o.O-22206811.pdf_5,1,9,p0001_b0007,figure,figure,figure,figure,0.9768553456065358,,,,,,,8.0,7
docstructbench_enbook-zlib-o.O-22206811.pdf_5,1,8,p0001_b0010,figure,figure,figure,figure,0.9510933282428508,,,,,,,11.0,10
docstructbench_enbook-zlib-o.O-22206811.pdf_5,1,10,p0001_b0013,figure,figure,figure,figure,0.9370339704746055,,,,,,,14.0,13
docstructbench_enbook-zlib-o.O-22206811.pdf_5,1,15,p0001_b0002,text_block,paragraph,text,text,0.9427279227696731,"There's nothing more dangerous than a familiar face... As funeral mourners stand in silence at Ragmullin cemetery, a deafening cry cuts through the air. Lying crumpled at the bottom of an open grave is the bloodied body of a young woman, and Detective Lottie Parker is called in to investi... Read More...","There's nothing more dangerous than a familiar face... As funeral mourners stand in silence at Ragmullin cemetery, a deafening cry cuts through the air. Lying crumpled at the bottom of an open grave is the bloodied body of a young woman, and Detective Lottie Parker is called in to investi... Read More...",,,,,3.0,2
docstructbench_enbook-zlib-o.O-22206811.pdf_5,1,6,p0001_b0005,text_block,paragraph,text,text,0.9376990676494994,"In a spellbinding new masterpiece by #1 New York Times bestselling author Daniel Silva, Gabriel Allon undertakes a high-stakes search for the greatest art forger who ever lived Legendary spy and art restorer Gabriel Allon has at long last severed ties with Israeli intelligence and settled quietly in... Read More..","In a spellbinding new masterpiece by #1 New York Times bestselling author Daniel Silva, Gabriel Allon undertakes a high-stakes search for the greatest art forger who ever lived Legendary spy and art restorer Gabriel Allon has at long last severed ties with Israeli intelligence and settled quietly in... Read More...",,,,,6.0,5
docstructbench_enbook-zlib-o.O-22206811.pdf_5,1,13,p0001_b0008,text_block,paragraph,text,text,0.9313884862967647,"A cryptic murder pulls a former soldier turned financial analyst deep into the corruption and menace that prowl beneath the opulent world of finance, in this #1 New York Times bestselling thriller from David Baldacci. Every day without fail, Travis Devine puts on a cheap suit, grabs his faux-leather... Read More..","A cryptic murder pulls a former soldier turned financial analyst deep into the corruption and menace that prowl beneath the opulent world of finance, in this #1 New York Times bestselling thriller from David Baldacci. Every day without fail, Travis Devine puts on a cheap suit, grabs his faux-leather... Read More...",,,,,9.0,8
docstructbench_enbook-zlib-o.O-22206811.pdf_5,1,7,p0001_b0011,text_block,paragraph,text,text,0.9370390062243735,"In this ""brave and heartbreaking novel that digs its claws into you and doesn't let go, long after you've finished it"" (Anna Todd, New York Times bestselling author) from the #1 New York Times bestselling author of All Your Perfects , a workaholic with a too-goodto-be-true romance can't stop th... Read More...","In this “brave and heartbreaking novel that digs its claws into you and doesn’t let go, long after you’ve finished it” (Anna Todd, New York Times bestselling author) from the #1 New York Times bestselling author of All Your Perfects, a workaholic with a too-good-to-be-true romance can’t stop th... Read More...",,,,,12.0,11
docstructbench_enbook-zlib-o.O-22206811.pdf_5,1,11,p0001_b0014,text_block,paragraph,text,text,0.9312454564155032,"Stoirm Island's secrets are worth killing for in this immersive, unrelenting thriller for readers of All the Missing Girls and Neon Prey -""this crime novel has it all"" ( Publishers Weekly,starred review). When reporter Rebecca Connolly gets a tip that suspected murderer Roddie Drummond ... Read More..","Stoirm Island’s secrets are worth killing for in this immersive, unrelenting thriller for readers of All the Missing Girls and Neon Prey —""this crime novel has it all"" (Publishers Weekly, starred review). When reporter Rebecca Connolly gets a tip that suspected murderer Roddie Drummond ... Read More...",,,,,15.0,14
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,2,p0001_b0002,reference,paragraph,text,text,0.9308908271704299,"[3] Y.C.Yang,E. Chang,S.Y. Lee, Mechanical properties and Young's modulus of plasma-sprayed hydroxyapatite coating on Ti substrate in simulated body fluid, J.Biomed.Mater. Res.67A (2003) 886-889.","[3] Y.C. Yang, E. Chang, S.Y. Lee, Mechanical properties and Young's modulus of plasma-sprayed hydroxyapatite coating on Ti substrate in simulated body fluid, J. Biomed. Mater. Res. 67A (2003) 886–889.",,,,,1.0,2
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,4,p0001_b0003,reference,paragraph,text,text,0.9246692963949523,"[4] B.C. Wang, T.M.Lee, E. Chang,C.Y.Yang, The shear strength and the failure mode of plasma sprayed hydroxyapatite coating to bone: the effect of coating thickness, J.Biomed.Mater. Res. 27 (1993) 1315-1327.","[4] B.C. Wang, T.M. Lee, E. Chang, C.Y. Yang, The shear strength and the failure mode of plasma sprayed hydroxyapatite coating to bone: the effect of coating thickness, J. Biomed. Mater. Res. 27 (1993) 1315–1327.",,,,,2.0,3
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,3,p0001_b0004,reference,paragraph,text,text,0.8707271179320811,"[5] Y.C. Tsui, C. Doyle, T.W. Clyne, Plasma sprayed hydroxyapatite coatings on titanium substrates: Part 1. Mechanical properties and residual stress levels, Biomaterials 19 (1998) 2015-2029.","[5] Y.C. Tsui, C. Doyle, T.W. Clyne, Plasma sprayed hydroxyapatite coatings on titanium substrates: Part 1. Mechanical properties and residual stress levels, Biomaterials 19 (1998) 2015–2029.",,,,,3.0,4
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,9,p0001_b0005,reference,paragraph,text,text,0.8745307302441102,"[6] N. Claussen, Fracture toughness of $ \mathrm{A l_{2} O_{3}} $ with an unstabilized $ \mathrm{Z r O}_{2} $ dispersed phase, J.Am. Ceram. Soc.59 (1976) 49-51.","[6] N. Claussen, Fracture toughness of  $ Al_{2}O_{3} $ with an unstabilized  $ ZrO_{2} $ dispersed phase, J. Am. Ceram. Soc. 59 (1976) 49–51.",,,,,4.0,5
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,7,p0001_b0006,reference,paragraph,text,text,0.9004616815005912,"[7] D.J. Green, Critical microstructures for microcracking in $ \mathrm{A l}_{2} \mathrm{O}_{3} / \mathrm{Z r O}_{2} $ composites, J.Am.Ceram.Soc. 65 (1982) 610-614.","[7] D.J. Green, Critical microstructures for microcracking in  $ Al_{2}O_{3}/ZrO_{2} $ composites, J. Am. Ceram. Soc. 65 (1982) 610–614.",,,,,5.0,6
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,8,p0001_b0007,reference,paragraph,text,text,0.9375259620599785,"[8] M. Ruhle, A.G. Evans, R.M. Mcmeeking, P.G. Charalambides, Microcrack toughening in alumina/zirconia, Acta Metall. 35 (1987) 2701-2710.","[8] M. Ruhle, A.G. Evans, R.M. Mcmeeking, P.G. Charalambides, Microcrack toughening in alumina/zirconia, Acta Metall. 35 (1987) 2701–2710.",,,,,6.0,7
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,5,p0001_b0008,reference,paragraph,text,text,0.933035149488381,"[9] B.Y.Chou, E.Chang,S. Y. Yao, J.M.Chen,Phase transformation during plasma spraying of hydroxyapatite- 10 wt.% - zirconia composite coating, J.Am. Ceram. Soc. 85 (3) (2002) 661-669.","[9] B.Y. Chou, E. Chang, S.Y. Yao, J.M. Chen, Phase transformation during plasma spraying of hydroxyapatite–10 wt.\%–zirconia composite coating, J. Am. Ceram. Soc. 85 (3) (2002) 661–669.",,,,,7.0,8
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,15,p0001_b0009,reference,paragraph,text,text,0.9824117527677545,"[10] T. Kasuga, K. Nakajima, T. Uno, M. Yoshida, Preparation of zirconia toughened bioactive glass/ceramic composite by sinter hot isostatic pressing, J. Am. Ceram. Soc. 75 (5) (1992) 113-117.","[10] T. Kasuga, K. Nakajima, T. Uno, M. Yoshida, Preparation of zirconia toughened bioactive glass/ceramic composite by sinter hot isostatic pressing, J. Am. Ceram. Soc. 75 (5) (1992) 113–117.",,,,,8.0,9
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,14,p0001_b0010,reference,paragraph,text,text,0.9521164731079051,"[11] T. Kasuga, M. Yoshda, A.J. Ikushima, M. Tuchiya, H. Kusakari, Stability of zirconia-toughened bioactive glass/ceramics: in vivo study using dogs, J.Mater. Sci. 4 (1993) 36-39.","[11] T. Kasuga, M. Yoshda, A.J. Ikushima, M. Tuchiya, H. Kusakari, Stability of zirconia-toughened bioactive glass/ceramics: in vivo study using dogs, J. Mater. Sci. 4 (1993) 36–39.",,,,,9.0,10
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,6,p0001_b0011,reference,paragraph,text,text,0.8975897540570987,"[12] J.M. Wu, T.S.Yeh, Sintering of hydroxyapatite/zirconia composite materials, J.Mater.Sci.23 (1988) 3771-3777.","[12] J.M. Wu, T.S. Yeh, Sintering of hydroxyapatite/zirconia composite materials, J. Mater. Sci. 23 (1988) 3771–3777.",,,,,10.0,11
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,16,p0001_b0012,reference,paragraph,text,text,0.9181276152838247,"[13] K. Ioku, S. Somiya, M. Yoshimura, Hydroxyapatite ceramics with tetragonal zirconia particles dispersion prepared by HIP postsintering, J. Jpn. Ceram. Soc. 99 (3) (1991) 196-203.","[13] K. Ioku, S. Somiya, M. Yoshimura, Hydroxyapatite ceramics with tetragonal zirconia particles dispersion prepared by HIP postsintering, J. Jpn. Ceram. Soc. 99 (3) (1991) 196–203.",,,,,11.0,12
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,10,p0001_b0013,reference,paragraph,text,text,0.9188392731481574,"[14] N. Tamari, M. Mouri, I. Kondo, Mechanical properties and existing phases of composite ceramics obtained by sintering of a mixture of","[14] N. Tamari, M. Mouri, I. Kondo, Mechanical properties and existing phases of composite ceramics obtained by sintering of a mixture of",,,,,12.0,13
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,1,p0001_b0014,reference,paragraph,text,text,0.865117216395896,"hydroxyapatite and zirconia, J. Jpn. Ceram. Soc. 95 (8) (1987) 806-809.","hydroxyapatite and zirconia, J. Jpn. Ceram. Soc. 95 (8) (1987) 806–809.",,,,,13.0,14
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,13,p0001_b0015,reference,paragraph,text,text,0.9309266419804646,"[15] S.F. Hulbert, in: L.L. Hench, J. Wilson (Eds.), The Use of Alumina and Zirconia in Surgical Implants: An Introduction to Bioceramics, Word Scientific Publishing Co.,Singapore,1993,pp. 25-40.","[15] S.F. Hulbert, in: L.L. Hench, J. Wilson (Eds.), The Use of Alumina and Zirconia in Surgical Implants: An Introduction to Bioceramics, Word Scientific Publishing Co., Singapore, 1993, pp. 25–40.",,,,,14.0,15
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,19,p0001_b0016,reference,paragraph,text,text,0.954226907966646,"[16] H. Lang,T.H.Mertens, The use of human osteoblast like cells as an in vitro test system for dental materials, J. Oral Maxillofac. Surg.48 (1990) 606-611.","[16] H. Lang, T.H. Mertens, The use of human osteoblast like cells as an in vitro test system for dental materials, J. Oral Maxillofac. Surg. 48 (1990) 606–611.",,,,,15.0,16
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,17,p0001_b0017,reference,paragraph,text,text,0.9631380711763285,"[17] I. Dion, L. Bordenave, F. Lefebvre, R. Bareille, C. Baquey, J.R. Monties, P. Havlik, Physico-chemistry and cytotoxicity of ceramics, J. Mater.Sci.5 (1994) 18-24.","[17] I. Dion, L. Bordenave, F. Lefebvre, R. Bareille, C. Baquey, J.R. Monties, P. Havlik, Physico-chemistry and cytotoxicity of ceramics, J. Mater. Sci. 5 (1994) 18–24.",,,,,16.0,17
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,12,p0001_b0018,reference,paragraph,text,text,0.9552307543166308,"[18] U.Meyer, D.H. Szulczewski, R.H.Barckhaus, M. Atkinson, D.B. Jones, Biological evaluation of an ionomeric bone cement by osteoblast cell culture methods, Biomaterials 14 (1993) 917-924.","[18] U. Meyer, D.H. Szulczewski, R.H. Barckhaus, M. Atkinson, D.B. Jones, Biological evaluation of an ionomeric bone cement by osteoblast cell culture methods, Biomaterials 14 (1993) 917–924.",,,,,17.0,18
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,18,p0001_b0019,reference,paragraph,text,text,0.943077323953047,"[19] K.A.Khor,Y.W. Gu,D. Pan, P. Cheang, Microstructure and mechanical properties of plasma sprayed HA/YSZ/Ti-6Al-4V composite coatings, Biomaterials 25 (18) (2004) 4009-4017.","[19] K.A. Khor, Y.W. Gu, D. Pan, P. Cheang, Microstructure and mechanical properties of plasma sprayed HA/YSZ/Ti–6Al–4V composite coatings, Biomaterials 25 (18) (2004) 4009–4017.",,,,,18.0,19
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,11,p0001_b0020,reference,paragraph,text,text,0.9358163326914256,"[20] ASTM E-855-90, Standard Test Methods for Bend Testing of Metallic Flat Materials for Sparing Applications Involving Static Loading, American Society for Testing Materials,West Conshohocken,PA, 1990.","[20] ASTM E-855-90, Standard Test Methods for Bend Testing of Metallic Flat Materials for Sparing Applications Involving Static Loading, American Society for Testing Materials, West Conshohocken, PA, 1990.",,,,,19.0,20
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,21,p0001_b0021,reference,paragraph,text,text,0.9161838222153802,"[21] T.K. Gupta, J.H. Bechtold, R.C. Kuznicki, L.H. Cadoff, Stabilization of tetragonal phase in polycrystalline zirconia, J.Mater.Sci.12 (12) (1977) 2421-2426.","[21] T.K. Gupta, J.H. Bechtold, R.C. Kuznicki, L.H. Cadoff, Stabilization of tetragonal phase in polycrystalline zirconia, J. Mater. Sci. 12 (12) (1977) 2421–2426.",,,,,20.0,21
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,20,p0001_b0022,reference,paragraph,text,text,0.9644878245929378,"[22] N. Bambaa,Y.H. Choab,T. Sekinoc,K. Niiharac, Mechanical properties and microstructure for 3 mol% yttria doped zirconia/silicon carbide nanocomposites, J.Eur.Ceram.Soc. 23 (2003） 773-780.","[22] N. Bambaa, Y.H. Choab, T. Sekinoc, K. Niiharac, Mechanical properties and microstructure for 3 mol% yttria doped zirconia/silicon carbide nanocomposites, J. Eur. Ceram. Soc. 23 (2003) 773–780.",,,,,21.0,22
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,1,22,p0001_b0023,reference,paragraph,text,text,0.9715987465484845,"[23] I. Nettleship, K.G. Slavick, Y.J. Kim, W.M. Kriven, Phase transformations of dicalcium silicate: I. Fabrication and phase stability of fine grained $ \beta $ - phase, J. Am. Ceram. Soc. 75 (9) (1992) 2407-2419.","[23] I. Nettleship, K.G. Slavick, Y.J. Kim, W.M. Kriven, Phase transformations of dicalcium silicate: I. Fabrication and phase stability of fine grained  $ \beta $-phase, J. Am. Ceram. Soc. 75 (9) (1992) 2407–2419.",,,,,22.0,23
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,1,3,p0001_b0002,table_caption,caption,caption,caption,0.9448620511868854,Table 1 Summary of datasets,"Table 1
Summary of datasets",,,,,1.0,2
